5 ,0,1:52.569
3 ,3.034 ,1:55.603
7 ,4.168 ,1:56.737
26 ,5.036 ,1:57.605
44 ,5.809 ,1:58.378
6 ,6.879 ,1:59.448
77 ,7.439 ,2:00.008
19 ,8.480 ,2:01.049
27 ,8.905 ,2:01.474
11 ,9.616 ,2:02.185
14 ,10.512 ,2:03.081
55 ,10.942 ,2:03.511
8 ,11.503 ,2:04.072
12 ,12.201 ,2:04.770
9 ,12.703 ,2:05.272
22 ,13.294 ,2:05.863
13 ,13.738 ,2:06.307
53 ,15.034 ,2:07.603
28 ,16.358 ,2:08.927
5 ,0,1:51.623
3 ,4.317 ,1:52.906
7 ,5.390 ,1:52.845
26 ,6.679 ,1:53.266
44 ,8.446 ,1:54.260
6 ,9.183 ,1:53.927
77 ,9.855 ,1:54.039
19 ,11.063 ,1:54.206
27 ,11.908 ,1:54.626
11 ,12.798 ,1:54.805
14 ,13.801 ,1:54.912
55 ,14.260 ,1:54.941
8 ,14.888 ,1:55.008
12 ,15.909 ,1:55.331
9 ,16.500 ,1:55.420
22 ,17.366 ,1:55.695
13 ,17.988 ,1:55.873
53 ,21.224 ,1:57.813
28 ,22.803 ,1:58.068
33 ,1 LAP ,4:17.359
5 ,0,1:52.242
3 ,4.716 ,1:52.641
7 ,5.900 ,1:52.752
26 ,7.257 ,1:52.820
44 ,9.608 ,1:53.404
6 ,11.078 ,1:54.137
77 ,11.736 ,1:54.123
19 ,12.830 ,1:54.009
27 ,13.781 ,1:54.115
11 ,14.753 ,1:54.197
14 ,16.169 ,1:54.610
55 ,16.906 ,1:54.888
8 ,17.511 ,1:54.865
12 ,18.586 ,1:54.919
9 ,19.188 ,1:54.930
22 ,20.179 ,1:55.055
13 ,20.666 ,1:54.920
53 ,26.773 ,1:57.791
28 ,28.409 ,1:57.848
33 ,1 LAP ,1:52.573
5 ,0,1:52.092
3 ,5.282 ,1:52.658
7 ,6.506 ,1:52.698
26 ,8.034 ,1:52.869
44 ,10.784 ,1:53.268
6 ,12.524 ,1:53.538
77 ,13.491 ,1:53.847
19 ,14.976 ,1:54.238
27 ,15.849 ,1:54.160
11 ,16.781 ,1:54.120
14 ,18.312 ,1:54.235
55 ,18.961 ,1:54.147
8 ,19.894 ,1:54.475
12 ,21.143 ,1:54.649
9 ,21.880 ,1:54.784
22 ,22.967 ,1:54.880
13 ,23.480 ,1:54.906
53 ,33.315 ,1:58.634
28 ,34.481 ,1:58.164
33 ,1 LAP ,1:53.365
5 ,0,1:52.354
3 ,5.363 ,1:52.435
7 ,6.795 ,1:52.643
26 ,8.802 ,1:53.122
44 ,11.019 ,1:52.589
6 ,13.703 ,1:53.533
77 ,14.842 ,1:53.705
19 ,16.482 ,1:53.860
27 ,17.598 ,1:54.103
11 ,18.415 ,1:53.988
14 ,20.271 ,1:54.313
55 ,21.009 ,1:54.402
8 ,21.844 ,1:54.304
12 ,23.605 ,1:54.816
9 ,24.334 ,1:54.808
22 ,25.401 ,1:54.788
13 ,26.465 ,1:55.339
33 ,1 LAP ,1:54.083
53 ,39.809 ,1:58.848
28 ,41.276 ,1:59.149
5 ,0,1:52.664
3 ,5.273 ,1:52.574
7 ,6.608 ,1:52.477
26 ,8.684 ,1:52.546
44 ,10.992 ,1:52.637
6 ,14.376 ,1:53.337
77 ,15.936 ,1:53.758
19 ,17.642 ,1:53.824
27 ,18.802 ,1:53.868
11 ,19.696 ,1:53.945
14 ,21.641 ,1:54.034
55 ,22.543 ,1:54.198
8 ,23.542 ,1:54.362
12 ,25.466 ,1:54.525
9 ,26.518 ,1:54.848
22 ,27.982 ,1:55.245
13 ,29.045 ,1:55.244
33 ,1 LAP ,1:53.226
53 ,44.865 ,1:57.720
28 ,46.959 ,1:58.347
5 ,0,1:52.639
3 ,5.290 ,1:52.656
7 ,6.932 ,1:52.963
26 ,9.191 ,1:53.146
44 ,11.484 ,1:53.131
6 ,15.337 ,1:53.600
77 ,16.989 ,1:53.692
19 ,18.989 ,1:53.986
27 ,20.191 ,1:54.028
11 ,21.165 ,1:54.108
14 ,23.116 ,1:54.114
55 ,23.927 ,1:54.023
8 ,25.078 ,1:54.175
12 ,27.229 ,1:54.402
9 ,28.501 ,1:54.622
22 ,30.155 ,1:54.812
13 ,31.213 ,1:54.807
33 ,1 LAP ,1:53.331
53 ,50.295 ,1:58.069
28 ,52.343 ,1:58.023
5 ,0,1:53.132
3 ,4.993 ,1:52.835
7 ,6.502 ,1:52.702
26 ,9.060 ,1:53.001
44 ,11.565 ,1:53.213
6 ,15.597 ,1:53.392
77 ,17.742 ,1:53.885
19 ,19.775 ,1:53.918
27 ,21.465 ,1:54.406
11 ,22.695 ,1:54.662
14 ,24.086 ,1:54.102
55 ,24.884 ,1:54.089
8 ,27.679 ,1:55.733
12 ,28.928 ,1:54.831
9 ,30.051 ,1:54.682
22 ,31.739 ,1:54.716
13 ,33.334 ,1:55.253
33 ,1 LAP ,1:53.239
53 ,54.946 ,1:57.783
28 ,57.238 ,1:58.027
5 ,0,1:52.729
3 ,4.710 ,1:52.446
7 ,6.523 ,1:52.750
26 ,9.501 ,1:53.170
44 ,11.952 ,1:53.116
6 ,16.038 ,1:53.170
77 ,18.545 ,1:53.532
19 ,20.791 ,1:53.745
27 ,22.860 ,1:54.124
11 ,24.548 ,1:54.582
14 ,25.712 ,1:54.355
55 ,26.512 ,1:54.357
12 ,30.988 ,1:54.789
9 ,31.666 ,1:54.344
22 ,33.664 ,1:54.654
13 ,34.768 ,1:54.163
8 ,PIT  ,2:01.706
33 ,1 LAP ,1:53.384
53 ,60.454 ,1:58.237
28 ,62.374 ,1:57.865
5 ,0,1:52.636
3 ,4.373 ,1:52.299
7 ,6.607 ,1:52.720
26 ,10.121 ,1:53.256
44 ,12.585 ,1:53.269
6 ,16.901 ,1:53.499
77 ,19.678 ,1:53.769
19 ,21.905 ,1:53.750
27 ,24.324 ,1:54.100
11 ,26.497 ,1:54.585
12 ,32.364 ,1:54.012
14 ,PIT  ,2:01.719
22 ,35.488 ,1:54.460
55 ,PIT  ,2:01.722
33 ,1 LAP ,1:53.763
9 ,PIT  ,2:02.422
13 ,PIT  ,2:01.831
8 ,59.847 ,2:15.827
53 ,66.015 ,1:58.197
28 ,68.063 ,1:58.325
5 ,0,1:52.711
3 ,4.169 ,1:52.507
7 ,6.657 ,1:52.761
26 ,10.717 ,1:53.307
44 ,12.923 ,1:53.049
6 ,17.752 ,1:53.562
77 ,20.666 ,1:53.699
19 ,23.216 ,1:54.022
11 ,27.829 ,1:54.043
27 ,PIT  ,2:01.166
12 ,33.533 ,1:53.880
22 ,37.064 ,1:54.287
33 ,1 LAP ,1:53.854
8 ,61.087 ,1:53.951
14 ,62.157 ,2:20.073
55 ,62.614 ,2:19.727
9 ,63.547 ,2:14.806
13 ,64.550 ,2:13.298
53 ,71.692 ,1:58.388
28 ,73.766 ,1:58.414
5 ,0,1:52.969
3 ,3.680 ,1:52.480
7 ,6.612 ,1:52.924
44 ,12.889 ,1:52.935
26 ,PIT  ,2:00.332
6 ,18.254 ,1:53.471
77 ,21.491 ,1:53.794
11 ,28.937 ,1:54.077
19 ,PIT  ,2:01.237
12 ,34.643 ,1:54.079
22 ,38.563 ,1:54.468
33 ,1 LAP ,1:54.147
27 ,53.068 ,2:13.258
8 ,62.104 ,1:53.986
14 ,63.792 ,1:54.604
55 ,64.412 ,1:54.767
13 ,65.564 ,1:53.983
9 ,74.363 ,2:03.785
53 ,77.552 ,1:58.829
28 ,79.760 ,1:58.963
5 ,PIT  ,2:08.101
3 ,PIT  ,2:09.718
7 ,PIT  ,2:12.457
44 ,PIT  ,2:12.183
6 ,PIT  ,2:15.119
77 ,PIT  ,2:16.399
11 ,PIT  ,2:19.304
26 ,45.195 ,2:35.216
12 ,PIT  ,2:22.499
22 ,PIT  ,2:22.090
33 ,PIT  ,2:23.070
19 ,68.754 ,2:45.371
8 ,80.532 ,2:26.529
14 ,81.995 ,2:26.304
55 ,82.806 ,2:26.495
13 ,83.999 ,2:26.536
9 ,95.949 ,2:29.687
28 ,102.680 ,2:31.021
53 ,PIT  ,2:36.690
5 ,0,2:48.222
3 ,6.301 ,2:49.226
7 ,10.390 ,2:47.644
44 ,14.779 ,2:46.030
6 ,24.541 ,2:47.491
26 ,26.715 ,2:29.742
77 ,27.205 ,2:45.638
11 ,38.371 ,2:46.453
12 ,46.933 ,2:46.114
19 ,PIT  ,2:35.737
33 ,1 LAP ,2:48.055
8 ,61.319 ,2:29.009
14 ,62.857 ,2:29.084
55 ,63.363 ,2:28.779
13 ,64.530 ,2:28.753
9 ,74.467 ,2:26.740
22 ,88.026 ,3:23.696
28 ,PIT  ,2:35.605
53 ,106.793 ,2:48.874
5 ,0,2:29.147
3 ,6.148 ,2:28.994
7 ,9.617 ,2:28.374
44 ,15.447 ,2:29.815
6 ,25.403 ,2:30.009
26 ,26.649 ,2:29.081
77 ,27.777 ,2:29.719
11 ,35.714 ,2:26.490
12 ,47.586 ,2:29.800
33 ,1 LAP ,2:28.801
8 ,60.712 ,2:28.540
14 ,63.234 ,2:29.524
55 ,63.996 ,2:29.780
13 ,64.951 ,2:29.568
19 ,72.696 ,2:45.574
9 ,75.441 ,2:30.121
22 ,87.634 ,2:28.755
53 ,107.204 ,2:29.558
28 ,108.467 ,2:47.551
5 ,0,2:52.733
3 ,1.765 ,2:48.350
7 ,2.718 ,2:45.834
44 ,4.681 ,2:41.967
6 ,6.096 ,2:33.426
26 ,7.221 ,2:33.305
77 ,7.959 ,2:32.915
11 ,11.574 ,2:28.593
12 ,21.425 ,2:26.572
33 ,1 LAP ,2:28.928
8 ,37.240 ,2:29.261
14 ,39.059 ,2:28.558
55 ,39.929 ,2:28.666
13 ,40.771 ,2:28.553
19 ,50.421 ,2:30.458
9 ,52.552 ,2:29.844
22 ,63.762 ,2:28.861
53 ,82.802 ,2:28.331
28 ,83.829 ,2:28.095
33 ,150.770 ,1:58.155
5 ,0,2:47.639
3 ,1.102 ,2:46.976
7 ,2.165 ,2:47.086
44 ,2.998 ,2:45.956
6 ,4.588 ,2:46.131
26 ,5.577 ,2:45.995
77 ,6.353 ,2:46.033
11 ,6.915 ,2:42.980
12 ,8.726 ,2:34.940
8 ,9.450 ,2:19.849
14 ,11.652 ,2:20.232
55 ,12.734 ,2:20.444
13 ,13.490 ,2:20.358
19 ,14.980 ,2:12.198
9 ,16.003 ,2:11.090
22 ,20.868 ,2:04.745
53 ,35.922 ,2:00.759
28 ,37.010 ,2:00.820
33 ,95.389 ,1:52.258
5 ,0,2:41.692
3 ,0.672 ,2:41.262
7 ,1.434 ,2:40.961
44 ,2.180 ,2:40.874
6 ,2.835 ,2:39.939
26 ,3.292 ,2:39.407
77 ,3.809 ,2:39.148
11 ,4.690 ,2:39.467
12 ,5.282 ,2:38.248
8 ,5.658 ,2:37.900
14 ,6.470 ,2:36.510
13 ,10.433 ,2:38.635
19 ,11.023 ,2:37.735
9 ,11.586 ,2:37.275
22 ,11.955 ,2:32.779
53 ,12.419 ,2:18.189
28 ,12.939 ,2:17.621
55 ,13.950 ,2:42.908
33 ,45.448 ,1:51.751
5 ,0,1:52.265
3 ,0.886 ,1:52.479
7 ,1.665 ,1:52.496
44 ,3.255 ,1:53.340
6 ,4.324 ,1:53.754
26 ,4.802 ,1:53.775
77 ,5.874 ,1:54.330
11 ,6.827 ,1:54.402
12 ,8.201 ,1:55.184
8 ,8.541 ,1:55.148
14 ,9.658 ,1:55.453
13 ,11.011 ,1:52.843
19 ,12.424 ,1:53.666
9 ,14.874 ,1:55.553
22 ,15.210 ,1:55.520
53 ,17.390 ,1:57.236
55 ,17.716 ,1:56.031
28 ,19.374 ,1:58.700
33 ,45.094 ,1:51.911
5 ,0,1:52.463
3 ,0.900 ,1:52.477
7 ,1.671 ,1:52.469
44 ,3.477 ,1:52.685
6 ,4.592 ,1:52.731
26 ,5.242 ,1:52.903
77 ,6.420 ,1:53.009
11 ,7.825 ,1:53.461
12 ,9.658 ,1:53.920
8 ,10.637 ,1:54.559
14 ,11.762 ,1:54.567
13 ,12.513 ,1:53.965
19 ,14.043 ,1:54.082
9 ,18.615 ,1:56.204
22 ,19.484 ,1:56.737
55 ,20.067 ,1:54.814
53 ,23.154 ,1:58.227
28 ,24.877 ,1:57.966
33 ,44.830 ,1:52.199
5 ,0,1:52.414
3 ,0.879 ,1:52.393
7 ,1.828 ,1:52.571
44 ,4.014 ,1:52.951
6 ,5.476 ,1:53.298
26 ,6.068 ,1:53.240
77 ,7.014 ,1:53.008
11 ,8.688 ,1:53.277
12 ,11.325 ,1:54.081
8 ,12.497 ,1:54.274
14 ,13.748 ,1:54.400
13 ,14.377 ,1:54.278
19 ,15.514 ,1:53.885
9 ,20.176 ,1:53.975
22 ,20.975 ,1:53.905
55 ,22.022 ,1:54.369
53 ,28.258 ,1:57.518
28 ,30.085 ,1:57.622
33 ,44.364 ,1:51.948
5 ,0,1:52.734
3 ,0.642 ,1:52.497
7 ,1.456 ,1:52.362
44 ,4.015 ,1:52.735
6 ,5.859 ,1:53.117
26 ,6.487 ,1:53.153
77 ,7.497 ,1:53.217
11 ,9.017 ,1:53.063
12 ,12.102 ,1:53.511
8 ,13.799 ,1:54.036
14 ,15.375 ,1:54.361
13 ,16.029 ,1:54.386
19 ,17.283 ,1:54.503
9 ,21.623 ,1:54.181
22 ,22.525 ,1:54.284
55 ,23.185 ,1:53.897
53 ,32.849 ,1:57.325
28 ,34.959 ,1:57.608
33 ,43.583 ,1:51.953
5 ,0,1:52.592
3 ,0.918 ,1:52.868
7 ,1.688 ,1:52.824
44 ,4.124 ,1:52.701
6 ,6.288 ,1:53.021
26 ,6.913 ,1:53.018
77 ,8.179 ,1:53.274
11 ,9.890 ,1:53.465
12 ,13.323 ,1:53.813
8 ,15.010 ,1:53.803
14 ,16.622 ,1:53.839
13 ,17.607 ,1:54.170
19 ,19.029 ,1:54.338
9 ,23.308 ,1:54.277
22 ,24.317 ,1:54.384
55 ,25.068 ,1:54.475
53 ,37.282 ,1:57.025
28 ,39.980 ,1:57.613
33 ,43.152 ,1:52.161
5 ,0,1:52.967
3 ,0.915 ,1:52.964
7 ,1.920 ,1:53.199
44 ,3.662 ,1:52.505
6 ,6.128 ,1:52.807
26 ,6.817 ,1:52.871
77 ,8.260 ,1:53.048
11 ,10.605 ,1:53.682
12 ,13.948 ,1:53.592
8 ,15.837 ,1:53.794
14 ,18.248 ,1:54.593
13 ,18.929 ,1:54.289
19 ,20.212 ,1:54.150
9 ,24.453 ,1:54.112
22 ,25.412 ,1:54.062
55 ,26.348 ,1:54.247
53 ,41.772 ,1:57.457
33 ,43.594 ,1:53.409
28 ,45.655 ,1:58.642
5 ,0,1:52.943
3 ,0.853 ,1:52.881
7 ,1.691 ,1:52.714
44 ,3.523 ,1:52.804
6 ,6.197 ,1:53.012
26 ,6.915 ,1:53.041
77 ,8.581 ,1:53.264
11 ,11.401 ,1:53.739
12 ,14.785 ,1:53.780
8 ,17.080 ,1:54.186
14 ,19.145 ,1:53.840
13 ,20.223 ,1:54.237
19 ,21.587 ,1:54.318
9 ,25.241 ,1:53.731
22 ,26.490 ,1:54.021
55 ,27.448 ,1:54.043
33 ,44.053 ,1:53.402
53 ,47.997 ,1:59.168
28 ,50.556 ,1:57.844
5 ,0,1:53.193
3 ,0.869 ,1:53.209
7 ,1.764 ,1:53.266
44 ,5.502 ,1:55.172
6 ,6.363 ,1:53.359
26 ,7.372 ,1:53.650
77 ,8.713 ,1:53.325
11 ,11.754 ,1:53.546
12 ,15.863 ,1:54.271
14 ,19.849 ,1:53.897
13 ,21.200 ,1:54.170
19 ,22.575 ,1:54.181
8 ,PIT  ,2:00.860
9 ,26.533 ,1:54.485
22 ,27.630 ,1:54.333
55 ,28.583 ,1:54.328
33 ,43.299 ,1:52.439
53 ,52.302 ,1:57.498
28 ,55.566 ,1:58.203
5 ,0,1:50.520
3 ,2.873 ,1:52.524
7 ,3.949 ,1:52.705
6 ,9.787 ,1:53.944
26 ,11.062 ,1:54.210
77 ,12.286 ,1:54.093
11 ,16.274 ,1:55.040
44 ,18.562 ,2:03.580
12 ,19.721 ,1:54.378
14 ,22.654 ,1:53.325
19 ,26.275 ,1:54.220
9 ,30.698 ,1:54.685
13 ,PIT  ,2:00.806
22 ,31.614 ,1:54.504
55 ,32.979 ,1:54.916
33 ,45.622 ,1:52.843
8 ,47.454 ,2:13.227
53 ,59.243 ,1:57.461
28 ,63.201 ,1:58.155
5 ,0,1:50.904
3 ,3.529 ,1:51.560
7 ,5.173 ,1:52.128
6 ,11.098 ,1:52.215
26 ,12.993 ,1:52.835
77 ,14.615 ,1:53.233
11 ,19.064 ,1:53.694
